name,address,url,rating,rating_count,phone,image,district
ESG花芯思花藝®板橋花市69號 店｜新北板橋永生花 乾燥花 畢業花束 客製化花禮 開幕花禮 開幕花禮 推薦花店 新娘捧花 團體教學,民生路二段69號板橋花市內,https://www.google.com/maps/place/ESG%E8%8A%B1%E8%8A%AF%E6%80%9D%E8%8A%B1%E8%97%9D%C2%AE%E6%9D%BF%E6%A9%8B%E8%8A%B1%E5%B8%8269%E8%99%9F+%E5%BA%97%EF%BD%9C%E6%96%B0%E5%8C%97%E6%9D%BF%E6%A9%8B%E6%B0%B8%E7%94%9F%E8%8A%B1+%E4%B9%BE%E7%87%A5%E8%8A%B1+%E7%95%A2%E6%A5%AD%E8%8A%B1%E6%9D%9F+%E5%AE%A2%E8%A3%BD%E5%8C%96%E8%8A%B1%E7%A6%AE+%E9%96%8B%E5%B9%95%E8%8A%B1%E7%A6%AE+%E9%96%8B%E5%B9%95%E8%8A%B1%E7%A6%AE+%E6%8E%A8%E8%96%A6%E8%8A%B1%E5%BA%97+%E6%96%B0%E5%A8%98%E6%8D%A7%E8%8A%B1+%E5%9C%98%E9%AB%94%E6%95%99%E5%AD%B8/data=!4m7!3m6!1s0x3442a99ef62a8883:0x5d572e1b160f0f33!8m2!3d25.0223695!4d121.4684485!16s%2Fg%2F11qg17w3ql!19sChIJg4gq9p6pQjQRMw8PFhsuV10?authuser=0&hl=zh-TW&rclk=1,5,769,0928 086 532,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyWTkxsZ59xLTVqKilyuYwDLRQJPyNd8lzzhnG9VjhCaHYsbSYPwFCfue7hu05ER66B1vC7i1mNfgaMrXFFjVT7ETi_z4qzaCKsfhQhR-qc60vNjd16VZPmnXasM3ZBLErq38gJcA=w122-h92-k-no,新北市板橋區
微微享花花藝工作室(KFAA/AAFF/Aube/IFDA證照認定校）,中正路1巷16弄47號,https://www.google.com/maps/place/%E5%BE%AE%E5%BE%AE%E4%BA%AB%E8%8A%B1%E8%8A%B1%E8%97%9D%E5%B7%A5%E4%BD%9C%E5%AE%A4%28KFAA%2FAAFF%2FAube%2FIFDA%E8%AD%89%E7%85%A7%E8%AA%8D%E5%AE%9A%E6%A0%A1%EF%BC%89/data=!4m7!3m6!1s0x3442a94541447515:0xc1e0291621281142!8m2!3d25.0122386!4d121.4548346!16s%2Fg%2F11h_z_43_b!19sChIJFXVEQUWpQjQRQhEoIRYp4ME?authuser=0&hl=zh-TW&rclk=1,5,292,0932 052 412,https://lh3.googleusercontent.com/p/AF1QipP38sllcXL5cAJxCdoEuAVc1sHr63Jn77RGh6BQ=w122-h92-k-no,新北市板橋區
竹竹藝次元花藝坊.板橋花藝.板橋花市.28號,民生路二段與文化路口,https://www.google.com/maps/place/%E7%AB%B9%E7%AB%B9%E8%97%9D%E6%AC%A1%E5%85%83%E8%8A%B1%E8%97%9D%E5%9D%8A.%E6%9D%BF%E6%A9%8B%E8%8A%B1%E8%97%9D.%E6%9D%BF%E6%A9%8B%E8%8A%B1%E5%B8%82.28%E8%99%9F/data=!4m7!3m6!1s0x3442a97ec63e7d15:0x8dcaf8d5211efc2d!8m2!3d25.0192551!4d121.470955!16s%2Fg%2F11mdbcjkth!19sChIJFX0-xn6pQjQRLfweIdX4yo0?authuser=0&hl=zh-TW&rclk=1,5,74,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxGCcBZp4mPLc_GHMuy55kx5_ezFdKvGkpwaSAR3DOR4PrhdkvDN8cw_zHQkJ3XPR339gtwE3o_hUY6XgszwYBuoQ63cgTSERgAgIVxTdkSXSNpwx0-dTxRRf30q5GC47u-89v4c0llvS3E=w80-h106-k-no,新北市板橋區
佳美花坊,文化路一段27-1號,https://www.google.com/maps/place/%E4%BD%B3%E7%BE%8E%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x3442a81c624cebcd:0x837afb6c0f80a3b4!8m2!3d25.0128992!4d121.460061!16s%2Fg%2F1tksfhfl!19sChIJzetMYhyoQjQRtKOAD2z7eoM?authuser=0&hl=zh-TW&rclk=1,3,124,02 2272 8881,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSykz4jQZ-eFhrfmmNbEJEc3c7mR_N5_bemwVhhuP5n660cD630xabEvaGx_u9cVKVEYQvifdktXlfwSLhmd8rgssMoojCulQC8Sgq0N7a-3YubZk-UvHAxQG_Rzv8ZIpUluJTTi=w80-h106-k-no,新北市板橋區
板橋花市,民生路二段與文化路口,https://www.google.com/maps/place/%E6%9D%BF%E6%A9%8B%E8%8A%B1%E5%B8%82/data=!4m7!3m6!1s0x3442a83dfff2b0b9:0xac96c1e5602058ea!8m2!3d25.0224836!4d121.4683581!16s%2Fg%2F11y1f_h11!19sChIJubDy_z2oQjQR6lggYOXBlqw?authuser=0&hl=zh-TW&rclk=1,4,3381,02 2968 6911,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1TIaVV2ER2WFWz2TgTbLt3J13uSYR49yEbFjC-lf-uVNwtWyYhTSeEq4a__jgSfmy-rA29--bMb1MmMzxixfa24dD2DrHD-vdvJvbK2HPlWveAxeqMRxTBKYHl0zJb3xJcDVf=w80-h106-k-no,新北市板橋區
景緻花卉園藝 板橋花市 16、78號攤位,板橋花市,https://www.google.com/maps/place/%E6%99%AF%E7%B7%BB%E8%8A%B1%E5%8D%89%E5%9C%92%E8%97%9D+%E6%9D%BF%E6%A9%8B%E8%8A%B1%E5%B8%82+16%E3%80%8178%E8%99%9F%E6%94%A4%E4%BD%8D/data=!4m7!3m6!1s0x3442a9e74b5345d7:0xd480ed8737ae3e20!8m2!3d25.0219175!4d121.468743!16s%2Fg%2F11h_788vpw!19sChIJ10VTS-epQjQRID6uN4ftgNQ?authuser=0&hl=zh-TW&rclk=1,4.7,65,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwdwA5_6DReLCLysu-kWXeVsS_KMpShZwywpstMlU0ZGLkLNIa4dvXKnCMtLK2Scf1xZHQTduTgdTIPwMfxJqZ0oszDC_ZHNDxrFWilDBWZV2lKct8ysYcgZE8QtE86qPz1R8HY=w163-h92-k-no,新北市板橋區
II Fioraio Irises 鳶花,中山路一段160-12號,https://www.google.com/maps/place/II+Fioraio+Irises+%E9%B3%B6%E8%8A%B1/data=!4m7!3m6!1s0x3442a938ecaa57f5:0xa0eea6c8eaffdf3f!8m2!3d25.0119713!4d121.4664036!16s%2Fg%2F11p5frpdg1!19sChIJ9Veq7DipQjQRP9__6sim7qA?authuser=0&hl=zh-TW&rclk=1,4.5,8,0979 336 709,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSztz0ubsf2lujSxP4m5qGvtdqU0bnVu-hMPnfxzqjdu0-z976blod9mNr8j0vjPVaGEikqhE38ETaY9oKAcvUMxpQ4l3tc4ZzmjwEDRBxxB8qPqNTKfVH335v7w9O4itp39LNcn=w122-h92-k-no,新北市板橋區
巧麗花坊,南雅南路一段2之2號,https://www.google.com/maps/place/%E5%B7%A7%E9%BA%97%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x346802a86318f487:0xd3d7c642d54da195!8m2!3d25.0070381!4d121.4562539!16s%2Fg%2F11g8cxjmjm!19sChIJh_QYY6gCaDQRlaFN1ULG19M?authuser=0&hl=zh-TW&rclk=1,4.8,65,02 2966 4646,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwSxWoCyU3fuWJrkHprslwZWFw8TcAuVYTlWtP-vPAgQUbhbRsFtAYbaRMZ_K_1G-G9MOUhfGyc_NsLsN-4iFL5ermnbjDwW4YeBFTZ0zpW5PhwRNlrxPy-o-15KDerAkUO6ETr_w=w122-h92-k-no,新北市板橋區
Rose & Co.,"1F, No. 112號藝文街",https://www.google.com/maps/place/Rose+%26+Co./data=!4m7!3m6!1s0x3442a90340e7c9ed:0x738f5769b6d07d8!8m2!3d25.021882!4d121.4509093!16s%2Fg%2F11t9rpkjg3!19sChIJ7cnnQAOpQjQR2Adtm3b1OAc?authuser=0&hl=zh-TW&rclk=1,4.8,21,,https://lh3.googleusercontent.com/p/AF1QipMKg-slh7DXsZ9zbOZpgoFGeUgsobGtld1eNGkr=w80-h106-k-no,新北市板橋區
小布花坊,中山路一段158巷27號,https://www.google.com/maps/place/%E5%B0%8F%E5%B8%83%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x3442a8201bb59109:0x1954bef5aabf6733!8m2!3d25.0111413!4d121.4665752!16s%2Fg%2F12m9crtbx!19sChIJCZG1GyCoQjQRM2e_qvW-VBk?authuser=0&hl=zh-TW&rclk=1,4.8,111,02 8953 2143,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMyZnnVur3ZNN4EACNwyyDLGzi0wesusv7J1FBdgbGNiQq8jB-e31oV6LivJuHRE-ZYN8rCVMbjhIefdI3YFFDfCl6wR_ky--hEqAZXIHdL_xkL8EeddyfnRseWi8HZKiPiZHh=w80-h106-k-no,新北市板橋區
Wednesday Floral 小週末有花,漢生東路193巷5號1樓,https://www.google.com/maps/place/Wednesday+Floral+%E5%B0%8F%E9%80%B1%E6%9C%AB%E6%9C%89%E8%8A%B1/data=!4m7!3m6!1s0x3442a94fdf3cfb43:0x55dc955bfacd5757!8m2!3d25.0118693!4d121.4701814!16s%2Fg%2F11nn2bl4hf!19sChIJQ_s830-pQjQRV1fN-luV3FU?authuser=0&hl=zh-TW&rclk=1,4.8,43,0934 050 776,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwc7cL2tuUTfxSDXhVW6dJhFRP8xo4MjUe0H8jZQAy3RVj3SNqOdSLAO_ul3EqaYhWON-8F61Nm1K8JtRBhKLdSxTiiAXch_43biG1etIXNmWhy23KNEHLlPfdTicJ79cPNYAHz=w122-h92-k-no,新北市板橋區
百麗鮮花店,南雅南路一段2-1號,https://www.google.com/maps/place/%E7%99%BE%E9%BA%97%E9%AE%AE%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x346802a86344119d:0xc2eb0e8b31a19638!8m2!3d25.0070454!4d121.4562485!16s%2Fg%2F1thptksd!19sChIJnRFEY6gCaDQROJahMYsO68I?authuser=0&hl=zh-TW&rclk=1,4.3,177,02 2966 4601,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0e-e_7HaW_h3LeCBx9J6K9lCHXsh3nFyw0zXFJ83ayKCQ3uKdQOMJGvPhszlmkKuHat2UYUP--quxjpFJh5MBWxCTPJTZZIr4QQialj_2Qd5F_LIwtAZmLAK0grbIFMwOGPs4jQ=w163-h92-k-no,新北市板橋區
花窩花坊【土城、板橋、中和、新莊、樹林和其他地區皆可配送】,立德路15號,https://www.google.com/maps/place/%E8%8A%B1%E7%AA%A9%E8%8A%B1%E5%9D%8A%E3%80%90%E5%9C%9F%E5%9F%8E%E3%80%81%E6%9D%BF%E6%A9%8B%E3%80%81%E4%B8%AD%E5%92%8C%E3%80%81%E6%96%B0%E8%8E%8A%E3%80%81%E6%A8%B9%E6%9E%97%E5%92%8C%E5%85%B6%E4%BB%96%E5%9C%B0%E5%8D%80%E7%9A%86%E5%8F%AF%E9%85%8D%E9%80%81%E3%80%91/data=!4m7!3m6!1s0x346802b8c0f822ab:0xb8be9a6ef72be813!8m2!3d24.9882421!4d121.4615129!16s%2Fg%2F11bbw_phtv!19sChIJqyL4wLgCaDQRE-gr926avrg?authuser=0&hl=zh-TW&rclk=1,4.8,548,02 2260 2383,https://lh3.googleusercontent.com/p/AF1QipMtQgQvdqcp0OmZgSIQFEYH65DCCgK1qrtb7hPs=w136-h92-k-no,新北市板橋區
綠華園花坊 （板橋花市41號）（情人節花束 母親節花束 畢業花束 求婚花束 玫瑰花束）,板橋花市41號,https://www.google.com/maps/place/%E7%B6%A0%E8%8F%AF%E5%9C%92%E8%8A%B1%E5%9D%8A+%EF%BC%88%E6%9D%BF%E6%A9%8B%E8%8A%B1%E5%B8%8241%E8%99%9F%EF%BC%89%EF%BC%88%E6%83%85%E4%BA%BA%E7%AF%80%E8%8A%B1%E6%9D%9F+%E6%AF%8D%E8%A6%AA%E7%AF%80%E8%8A%B1%E6%9D%9F+%E7%95%A2%E6%A5%AD%E8%8A%B1%E6%9D%9F+%E6%B1%82%E5%A9%9A%E8%8A%B1%E6%9D%9F+%E7%8E%AB%E7%91%B0%E8%8A%B1%E6%9D%9F%EF%BC%89/data=!4m7!3m6!1s0x3442a9db8894b261:0xc847ef44c3e73073!8m2!3d25.0217192!4d121.4688286!16s%2Fg%2F11fqb1zq67!19sChIJYbKUiNupQjQRczDnw0TvR8g?authuser=0&hl=zh-TW&rclk=1,4.1,29,0937 895 951,https://lh3.googleusercontent.com/p/AF1QipMb3Ok08vUVt6Cgbm01Oy6SrW2canin30sUF5-8=w122-h92-k-no,新北市板橋區
成貞花店,文化路一段270巷3弄14號,https://www.google.com/maps/place/%E6%88%90%E8%B2%9E%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x3442a9053aa0838b:0x7d4c7120dbf2fdde!8m2!3d25.020803!4d121.467993!16s%2Fg%2F11zhnwt2yh!19sChIJi4OgOgWpQjQR3v3y2yBxTH0?authuser=0&hl=zh-TW&rclk=1,5,23,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbGqvA1z_MzQSLVP7RzJlmqW6drdO-PLb8uq7nlqBaAOm2QyIhq_p6hxvDczAvRJAv_Phb0ap1EVtsfBhpkGDK5zAR4fFAsjD-SacrSm_ZvfwvIsdxQ7bgCpQHQk9Bl03JkILnhtCRGZs9=w80-h106-k-no,新北市板橋區
Jennifer flower,民德路396號,https://www.google.com/maps/place/Jennifer+flower/data=!4m7!3m6!1s0x34680386bad84f3f:0x8f07c7089f2bcb0e!8m2!3d24.9937871!4d121.4658618!16s%2Fg%2F11zk1knwgx!19sChIJP0_YuoYDaDQRDssrnwjHB48?authuser=0&hl=zh-TW&rclk=1,5,78,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvbkrjEjbaXa9Hvj4cLKrfmLidvvejvuMLqmDRA37Ovfv2wAQX9sBxxlxxCCNHG_ghk3z6PCzlJph70koqtqgIM5Q85i8k1Y-xUaoJknVIY_mBhszH6AIYD-dcQLEOBIajaAYcB0_PRdIF=w80-h106-k-no,新北市板橋區
花逗floraltease 花藝設計工作室,文化路一段387巷7號,https://www.google.com/maps/place/%E8%8A%B1%E9%80%97floraltease+%E8%8A%B1%E8%97%9D%E8%A8%AD%E8%A8%88%E5%B7%A5%E4%BD%9C%E5%AE%A4/data=!4m7!3m6!1s0x3442a93a735280a9:0xe2b525daaa623911!8m2!3d25.0219219!4d121.466559!16s%2Fg%2F11t9jptvx_!19sChIJqYBSczqpQjQRETliqtolteI?authuser=0&hl=zh-TW&rclk=1,5,46,0979 236 186,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxOiOGlHiXNzCkQWkpQzGXz0j37gWKZ3UO0edYYddIKepReTxAKj-ugxeQEzSQi68_fcuAVTrBSWmiZ6G5z6auT6_JbZRNGjcES-2Z1H8VYvH_c9721H0q4MIw75rB39ycYa-a51g=w80-h106-k-no,新北市板橋區
玉山花店,四川路一段十巷二號一樓,https://www.google.com/maps/place/%E7%8E%89%E5%B1%B1%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x34680353ff7620af:0xdfde8846408965ff!8m2!3d25.0068039!4d121.459313!16s%2Fg%2F11q21dcxnr!19sChIJryB2_1MDaDQR_2WJQEaI3t8?authuser=0&hl=zh-TW&rclk=1,4.4,40,02 2955 8070,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuV9CzrPz9ohUFGoQMEgKk1VCmsRpYH5cgniATIcrlpnW016bXIo6dl4H31SSfXBFSfZZCyLF0XljbReLt7Xxg6mJaBt1pT8AjaaPkTqRtZw0zdlZ54Ll65WSwKH3nNrDFaJ4=w80-h106-k-no,新北市板橋區
馥郁鮮花坊,民生路二段57號攤位板橋花市,https://www.google.com/maps/place/%E9%A6%A5%E9%83%81%E9%AE%AE%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x3442a9fd79b413c5:0x799bc4794cdc2a83!8m2!3d25.0218231!4d121.4692868!16s%2Fg%2F11gxs09tk9!19sChIJxRO0ef2pQjQRgyrcTHnEm3k?authuser=0&hl=zh-TW&rclk=1,4.9,7,0933 007 294,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy9Slrq-I-RnUshMY4MKZYMIk2qa33N_Zs2fnUiga4086Xr63825QF-5kQ5GtfLhW2IBeNE9M6Lb9FHHu8LBfFLjs5JCbuxlpcP4_7a_KEo2t6TuS1YPlMCgn9jvaLpBXCRBqA=w80-h106-k-no,新北市板橋區
